post	implicit_class	extra_implicit_class
What's the difference between a black man and a pizza? A pizza can feed a family of four	irony	inferiority
Where are Jews most found? In the atmosphere.	irony	
What do you call a picture of smoke? A Jewish family photo	irony	
Why do black rappers always wear jewelry? The chains remind them of were they came from.	irony	
It doesn't matter suicide rates are going up in Black communities, The race was killing itself anyway.	inferiority	
What’s the difference between science and religion? Science will fly you to mars. Religion will fly you into a skyscraper	irony	
whats a gay guys favorite restaurant? five guys	irony	
What’s the difference between black people and communism? People thought communism could work.	irony	inferiority
Why are all women left handed? Because they don't have rights.	irony	
Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China	irony	
Why don't Asians like Monopoly? They can't buy any of the corners to turn into a shop.	irony	
Black people are nothing like monkeys because at least monkeys are well behaved	inferiority	
What’s the best part of being a doctor? Vegetables don’t need to give consent.	irony	
"Why does Beyoncé always sing ""To the left, to the left"" Because black people have no rights."	irony	
What's a 1000 meters long and has an IQ of 68? A black lives matter parade.	irony	
I had some “Muslim Fried Chicken” the other day. It was exploding with flavour.	irony	
I painted my computer black hoping it’d run faster, but now it doesn’t work.	irony	
How do Autists deal with school? With a reeeeeeeeee-volver	inferiority	
What do you call two chimps that fall in love? Black people.	inferiority	
How do you know if a black girl is pregnant? The cotton is picked off the tampon	irony	
A black guy and Mexican were in a car, Who is driving? The Cop	irony	
Pennies are brown because they’re worth almost nothing and cost more to manufacture than what they’re worth.	inferiority	
What do you call a white guy surrounded by a thousand black guys? A warden	irony	inferiority
What's the difference between a feminist and a knife? A knife has a point.	irony	
Hitler just suck at running He cant even finish a race	irony	
What do you get when throw a Molotov cocktail into a gay pride parade? An LGBTQBBQ	irony	
Well today in school i farted infront of my Jewish friend And when he looked at me i said sorry  Its a little gas it wont kill anybody	irony	
What’s blue and white and red all over? A cop at a BLM rally.	irony	
Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal from each other.	irony	
A black man walks into a bar with a parrot on his shoulder. Bar tender goes he man that's neat where did you get that?   The parrot says Africa there all over the fucking place!	irony	
What do White people get in return for letting Blacks have Black heritage month? Father's Day	irony	
Why do white people have such a pleasant scent? So blind people can distinguish them from animals too.	irony	
How do you call a car thief that can't drive? A black woman.	irony	
What do you call it when you throw a Molotov cocktail into the special-ed room? Hot potato	irony	
To all the black kids without fathers, don't be so upset. In a few years, you'll get to meet them when you go to prison.	inferiority	
What do you call a black person on top of a church? Holy shit	irony	
What's the difference between black dad's and boomerangs Boomerangs are expensive	irony	
Boomerangs are like dads... The black ones don't come back.	irony	
Why did I get a white car? So it would actually work!	irony	
You know the only good thing about being a Jewish chimney sweeper in Auschwitz? You get to have all your family and friends around you.	irony	
Gay Muslims are the horniest. They blow the entire neighborhood.	irony	
What do blacks and this thread have in common? Both are gonna get locked up	irony	
Blacks are a lot like apples After all, it's just natural for them to hang from trees	irony	
Why are jews ok with holocaust jokes? Because they're used to being roasted	irony	
What's the difference between a dog and a pizza? One can feed a family of four Asian people.	irony	
A white man and a black man play hide and seek at night. Who has the advantage? The white man, as the cops are on his side.	irony	
How do you get 20 jews in the back seat of a Volkswagen? Toss a $50 in the back seat	irony	
Why are black people so fast? The slow ones are in the prison.	irony	
People are like jelly beans... No one likes the black ones	inferiority	
How come there aren't any Mexicans in Star Trek? They don't work in the future either.	irony	
My sense of humour is so dark It pays child support	irony	
Why do black people have white on their palms and the soles of their feet? Everybody has a little bit of good in them.	inferiority	
What do you call a black guy with half a brain? Gifted	irony	
Do you want to know how a depressed person can beat depression quick? Just give them a chair and a rope, the depression will be gone in a matter of minutes!	irony	
What do Muslims have in common with Darth Vader? They both offer you to come to the dark side before killing you	irony	
What does a black guy and a basketball have in common? They both get shot	irony	
What do you call a bunch of Muslim superheroes? Suicide squad	irony	
What do you call the citizens of Hiroshima? Fried Rice	irony	
Why don't blacks celebrate Thanksgiving? Because KFC is not open on holidays!	irony	
What are the advantages of being blacc? You can attend a funeral naked...	irony	
What have parents and pizzas in common? When they're black, there's no food.	irony	
What’s the same about a black person and a school? They both get shot up by white people.	irony	
What's Hitler's favorite breakfast beverage? Freshly squeezed orange jews.	irony	
What do you get when you put a gay Canadian flight attendant in the same room as a monkey? An aids epidemic.	irony	
What does a redneck girl say when she meets her first lover? Hi dad!	irony	
How dark is my humour? It picks cotton.	irony	
I love the Legend of Zelda games. Name the games after the girl so she feels important, but has next-to-no involvement whatsoever in them.	irony	
a jew and a black are about to get shot, who dies first the jew had coins as body armor while the black dude had child support papers to protect himself	irony	
You know what they say Once you go black your a single mother	stereotypical	
I asked a Jewish girl for her number.. And she rolled up her sleeve	irony	
I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is waiting for his second coming.	irony	
My humour is so dark that cops are beating it	irony	
Why don't Africans play on Minecraft servers? They're on the blacklist	irony	
What is the only football team a black person can join? The stealers.	irony	
What’s the difference between a black man and park bench? A park bench can support a family of 4	irony	
Why do black people like basketball? Because they can shoot, steal and drive.	irony	
Did you hear about the two car pile up in Mexico? 200 Mexicans died.	irony	
“I think a lot, but I don’t say much.” ~ Anne Frank But lately she’s been proven to have not said anything for almost a century	irony	
Japanese people are bad pilots They always crash into ships	irony	
What do brick sidewalks and fat women have in common They both get laid by mexicans	irony	
what do you call a jew that jumps out of a plane a falling star	irony	
If a woman is in a forest and there is no one around to hear her. Is she still wrong?	irony	
What happens when God lowers the graphics and increases the difficulty ? We all turn black.	irony	
Don’t bully people with obesity! I’m being serious guys, they already have enough on their pl8!	irony	
What did the black girl get after having an abortion? $500 from crime stoppers	irony	
Whats the best part of an ISIS joke? The Execution	irony	
What does black Fred Flintstone say? I yabba dabba dindu nuthin	irony	
"How are people with mental disabilities similar to electronic products? Sometimes they are, ""batteries not included"""	irony	
Which Magic Wand can only make Men disappear? Pregnancy Test Sticks	irony	
Why are the dogs in china really fast? the slow ones were eaten	irony	
How dark is my humor Dark enough to get six warning shots in the back	irony	
What's the difference between a black person and a couch? The couch can support a family	irony	
How does a Mexican family take a photo together? They get in the back of a truck and run a red light.	irony	
Why is all medicine white? Blacks don't work	irony	
Wanna hear a joke? Black Lives Matter	irony	
Whats a word that begins with N ends in R and you should never call a black person? Neighbor	irony	
What Do You Call It When An Ethiopian Baby Cries? A mid-life crisis	irony	
"How do you always win an argument against a black person? Call him ""Dad"" and he'll run away."	irony	
Why are black fathers and Shaq's free throw attempts the same? They're always missing.	irony	
What’s the most common fish in the Mediterranean Sea? The Syrian refugee	irony	
Name one positive about Africa. The HIV Tests.	irony	
What do you do when you see a black guy on stage? You raise your hand to bid on him.	irony	
What’s the difference between Harry Potter and the Jews? Harry was looking for the chamber	irony	
What do you call four Mexicans in quick sand? Quattro sinko	irony	
What's the difference between a black man and property? I don't know.	inferiority	
I reported a video on YouTube for animal abuse My report got rejected; it was footage of a black man being beaten	irony	inferiority
What's a Jew's favorite book? Gone with the wind.	irony	
"Why are your mom jokes not your dad jokes? Because the creator of the first ""your mom"" joke was black"	irony	
The reason I date a black girl So I don't have to meet her dad	irony	
What do you call an educated woman? Intellectual property	irony	
a black man with a parrot enters a bar the bartender asks where did you get it africa answers the parrot	irony	
What's Hitler's favorite time of the year Gas season	irony	
What do apples and black people both have in common? They both hang from trees	irony	
If you can stop a comma with a period point, what do you use to stop a coma? A hollow-point.	threatening	
What's the difference between heroine and a black person? I think twice about shooting heroin.	irony	
Where could you find a quadriplegic? Where you left him.	irony	
Yall need to chill. Racism is a crime. And crime is for black people	irony	
What happens when you roast the quiet Asian kid? Your pet goes missing.	irony	
I got a handjob from a blind girl, my friend asked me how was it I replied “Ah blind girls—you have to hand it to them”	irony	
How was the Grand Canyon created? A jew dropped a penny in a mole-hole	irony	
Muslim kids... They blow up so fast.	irony	
If only Africa had more mosquito nets If only Africa had more mosquito nets then every year we could save millions of mosquitoes from dying needlessly from AIDs.	irony	
How do you stop black kids from jumping on the bed? Put Velcro on the ceiling	irony	
What's one thing you never say to a school shooter Think of the children	irony	
How do you get a black man out of a tree? Cut the rope.	irony	
Helen Keller walked into a bar and then a chair, and then a table	irony	
Why do sumo wrestlers shave their legs? So that people don't confuse them for feminists.	irony	
What's the difference between a black slave and a black surfer? One hangs high and the other hangs loose.	irony	
"Why did Beyonce say ""to the left,to the left""? Because black people have no rights."	irony	
Guys I have a question: when a gay couple gets married Who makes the sandwiches?	irony	
Heard this from a 12 year old: 'Whats the difference between black people and apples?' I like apples	irony	
Friend: how dark is your humor? Me: If you whip it enough, it will start picking cotton.	irony	
What do you say to a black guy in a three piece suit? Will the defendant please rise	irony	
how do you call a black man you call his cell number	irony	
What is an Ethiopian's favorite videogame? Don't Starve	irony	
How do you get 11 million followers? Run through Africa with a bottle of water.	irony	
Wanna hear my favorite oximoron? Black people.	irony	
What do you call it when a black person hides from a cop at night? Good use of camouflage.	irony	
What does a black woman receive when she has an abortion? A thank you letter from welfare.	irony	
My boyfriend is half black. Sorry, I’m such a pessimist. He’s half white.	inferiority	
What's the one good thing about black people? They provide jobs for the prison guards	irony	
I'm not racist racism is a crime, and crime is for black people.	irony	
What do you call a black person with rights? Nonexistent	irony	
Why do black people turn left? Because they don't have rights.	irony	
What's the only time you wink at a black person ? When you're aiming.	irony	
How do you track a Cherokee. Follow the tears.	irony	
Did they try turning Stephen Hawking off and on again?	irony	
Today, I bought a Rolex from a black guy for a bargain. I would even say it was almost a steal.	irony	
Researchers found out the most important difference between humans and apes Apes lives in Africa	inferiority	
What's black, white and rolls around on the beach? A black man and a seagull fighting over a chip.	irony	
What's the difference between Batman and a black man? Batman can go out at might without robin.	irony	
What do we call marijuana addicts? Mexicans.	irony	
What part of a vegetable cant you eat? The wheelchair	irony	
A Muslim man said “Allah Akbar” But I thought he was sneezing so I said “god bless you” and I was blown away by his reaction.	irony	
Homeless Where do Western Hobo's go for food?  Food shelter   Where do Asian Hobo's go for food?  Dog shelters	irony	
How black mothers keep their children from biting their nails? they make them wear shoes	irony	
What do you call 1 black person on the moon? A problem  What do you call 2 black people on the moon?  A problem  What do you call the entire population of black people on the moon?  Problem solved!	irony	
How do you start an african rave? Staple toast to the ceiling.	irony	
Special ed classes are superior to the rest in, at least, one thing Chromosome average	irony	
How do you make a baby explode You convert it to islam	irony	
There was this great German Hotel that closed down in 1945. It gave free food and free hairdo's. It was called Aushwitz.	irony	
"Why do epileptics bexome atheists in December? Because they found out that ""Jesus is the reason for the seizin'"""	irony	
What should you never give a dyslexic person for breakfast? Alpha-bits	irony	
What do you call a black man that has eight arms? I don't know, but it picks cotton really fast!	irony	
I painted my computer black to make it run faster It shot me	irony	
Women deserve equal rights. And Other Hilarious Jokes You Can Tell Yourself	irony	
What’s the difference between a Jew and a bullet? Only one escapes the chamber.	irony	
"I think its wrong to refer to a negro as ""boy"" That implies they are people."	irony	
Teeth are like people All want to be white, most are yellow and the black ones don't work	irony	
Criminals are like just normal, regular people... ... But with darker skin.	irony	
Why was six afraid on seven? Because seven is black	irony	
Why shouldn't men hit their wives ? When you damage your property it loses value.	irony	
"my african friend asked me if he could ask for bob and vegene i told him ""u better ask for food"""	irony	
what did the african kid get for christmas aids	irony	
What's the difference between homeless people and rats? Nothing, they both are infestations to big cities	irony	
Why is Mexico so bad at the Olympics? Because every mexican that can run, jump and climb is allready on the U.S.A	irony	
Black people are like mitochondria They're the powerhouse of the cell	irony	
I studied zoology It helped me better understand black people and their behavior	irony	
:D @nkrause11 Dudes who go to culinary school: #why #findawife #notsexist :)	stereotypical	
"Yeah, child labor IS illegal. Unless you mean ""women""? @plaster_cole Girls should not be allowed to be commentators for football games"	inferiority	
Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY	inferiority	
You're pure comedy to the WNBA. @itsshaqhoe Not sexist but WNBA is pure comedy to me .	inferiority	
Has to be a parody account. @TheHout I'm not sexist, but women just shouldn't be sports announcers.	inferiority	
Listen, you're sexist. @TommyJohn15 Listen, I'm not sexist, but every dumbass driver I've crossed lately has been a female.	inferiority	
Wish I could reply with gifs. @ThisIsFNW I hate when women want to be men. It's not sexist, it's biology. Were just different, accept it.	inferiority	
*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how to form their own opinions.	inferiority	
Yes, you're both. @kfuru16: My sister is a woman and Asian. She is the worst driver in America #notracist #notsexist	inferiority	
Turn up your hearing aid? A thought @C_tWINO I'm not sexist but it's nearly impossible to listen to a girl talking about football on ESPN	inferiority	
LOL EDGY @ein_schoner_tag @shedevil___ @ahptik im not sexist but why are women allowed opinions lol	inferiority	
I'm not a Misandrist but Males in General can not Capitalize @g0ldenWan I'm not Sexist , but Females in General can not Drive.	inferiority	
TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any female comedian funny	inferiority	
IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the most annoying people out there.	inferiority	
WOW TOP SHELF HUMOR @arabdizzle What's the point in having a cleaning lady when I have a mom and a sister? #NotSexist	inferiority	
why do jews get circumcised ? jewish women wo n't touch anything that is n't <number> off .	irony	
what is a muslim 's favourite band ? the taliband , their performances always blows the audience away	irony	
how do you prevent black people from stealing your stuff ? hide it at the bottom of the pool	irony	
i like my lakes like i like my white men . superior .	inferiority	
black people are like tires they work better with chains	irony	
"a muslim couple just got married it is working out well enough , but the husband will not let his wife drive for at least <number> years . one day the wife go 's up to him and asks why she must wait such a long time . he replies "" oh well , to get your drivers licence in this country you must be <number> years or older """	irony	
what do you call a good looking muslim ? asif	irony	
what do you call a black woman who 's had <number> abortions ? a crime fighter	irony	
why did a black man cross the road ? hey ! gimme back my wallet !	irony	
how do you fit a group of jews into a mercedes ? <number> in the front , <number> in the back and <number> in the ashtray .	irony	
important sometimes it is very important if a sentence was said by a man or a woman . a good example : “ i used a whole pack of tissues during that awesome movie yesterday ! ”	irony	
what do you call a woman who thinks she can do anything a man can do ? wrong .	irony	inferiority
bad drivers are fined $ <number> now that s just sexist .	irony	
cooking is an important skill . cook for an african man , and he will be hungry for a day less . cook an african man , and all the nearby african men will be hungry for a day less . -- some tribe leader	irony	
wanna be like hitler , but have no oven ? throw a penny off a cliff .	irony	
i painted my laptop black so it would run faster . <repeat> and now it wo n't work	irony	
what do you call an ethiopian with buck teeth ? a rake .	irony	
some people say i do n't let my wife choose anything , but that 's not true ! i let her choose between front hand and back hand .	threatening	
you want to hear a joke ? women 's rights	irony	
what does a muslim do with their iphone <number> ? just kidding ! they prefer the note <number>	irony	
what 's the difference between batman and a black man ? batman can go to the store without robin .	irony	
what 's the difference between a boko haram training camp and a nigerian refugee camp ? i do n't know , i just fly the fighter jet .	irony	
what do you do when someone is having a seizure in the bath ? throw a load of dirty laundry in .	irony	
why are women like clouds ? because they dampen your day when they 're around but once they 're gone the day is much better .	irony	inferiority
what is the difference between a homosexual and a mentally ill person ? nothing .	irony	
how can you tell if a shark met an asian ? its fins are missing .	irony	
how many times can you screw a blonde ? i do n't know , how much time you got ?	irony	
what do you give an african child for its first birthday ? roses on its grave .	irony	
"pink shutters a man walked into a whore house and asked the man running it to give him the biggest black woman that the whore house had . the man at the counter said alright that will be <number> and told him to go to room <number> the man went up to room <number> and the biggest black woman he had ever seen answered the door . the man walked in and asked the woman to take off all her clothes , lay on the bed and spread her legs . <repeat> she did as she was told , the man stood there and just looked at her for a minute , then he said ok i m finished you can put your clothes back on . <repeat> the woman got up and was confused as she asked , "" why did nt you do anyting ? "" the man replied . <repeat> well i am painting my house brown and i wanted to see what it looked like with pink shutters"	irony	
darth vader … was the first black guy to freely admit to being the father .	irony	
why are the japanese so skinny ? it did n't end very well for them the last time a fat man was in their country .	irony	
what 's with all the recent terror attacks ? its ramadan . and you 're not you when you 're hungry .	irony	
what do you call an ethiopian with a yeast infection ? a quarter pounder with cheese .	irony	
what 's the difference between a black man and a lawn decoration ? a footstool and some rope .	irony	
what 's black and screams ? stevie wonder answering the iron .	irony	
how do you find a black person ? guilty	stereotypical	
"a black guy goes to a doctor 's office to get a vasectomy . he shows up in a limo wearing a tuxedo . when it 's his turn , the doctor looks at him and says , "" i 've seen a lot of things , but i 've never seen a guy coming in all dressed up like that ! "" and the black guy says , "" well , if i 'm gon na be im - po - tent , i 'm gon na look im - po - tent ! """	irony	
who 's visiting millions of african children every year on christmas eve ? death .	irony	
cripples what do you call three people in wheelchairs stacked on top of each other ? a vegetable rack .	irony	
what s the difference between a black person and a colorful explosion in the sky ? fire works	irony	
what happened to the girl who had a black heart ? cardiac arrest .	irony	
what 's the same about feminism and the holocaust ? they 're both irrelevant and mean nothing to society .	inferiority	
if your dog is barking at the back door and your wife is yelling at the front door , who do you let in first ? the dog because he shuts up after you let him in .	inferiority	
i ca nt wait for harriet tubman to be on the $ <number> bill i can finally use black people as currency again .	irony	
if you donate just <number> pound a month . . . you can help us make another advert with sad looking african children in it .	irony	
why are black people so good at excel ? they know a lot about cells	irony	
i 'm not racist there are black people in my family tree .	irony	
why should you never marry a jewish woman ? when dinner time comes , they 're too scared to get near the oven	irony	
daddy , am i more black or muslim ? - why are you asking , son ? - there is a bank on the <number> h floor of a new building , and i do n't know whether to rob it or fly a plane into it .	irony	
from what i understand most major religions all pray to the same god . after tragedies often i hear ' god has a plan ' well , frankly i think they are right . like after sandy hook , you know , like <number> kids were murdered . that was part of gods plan . i mean , how else is he going to keep coming up with virgins for the suicide bombers .	irony	
what do you call a sheet of metal leaning on a tree ? free aboriginal housing .	irony	
what do you call a homosexual on rollerblades ? rolaids	irony	
i like my women the way i like my fish . . . battered .	threatening	
what 's the difference between harry potter and jews ? harry escaped the chamber	irony	
so i almost dated this cute muslin chick in middle school but after her social media phase , she kinda blew up . <repeat>	irony	
how many feminists does it take to change a light bulb ? feminists ca n't change anything .	irony	
why do black people like the pokemon anime ? because they can relate to the main character 's fatherlessness .	irony	
what do you call a letter from a feminist ? hate male	irony	
what is ironic about the lgbt <allcaps> flag ? all the colors are straight .	irony	
why did they plant trees in harlem ? for free public transit .	irony	
woman : what were the results from the test ? doctor : there are good news and bad news , the good news is that your child will always find a parking space	irony	
did you hear about the woman who got hit by a car ? police are questioning why she was out of the kitchen .	irony	
if a muslim beats his wife is it domestic violence or child abuse ?	irony	
what happens when you boil a cabbage ? i do n't know , a japanese guy stabbed him before i could find out .	irony	
"offensive joke . well , i hope anyway a little black jewish boy says to his daddy , "" dad am i more black or jewish ? "" "" why do you ask ? "" , says the dad . the boy says , "" well a guy at school has a bike for sale for $ <number> and i ca n't decide if i want to haggle him down to $ <number> or just steal it . """	irony	
what do you call a muslim at a peace rally ? lost .	irony	
what s the difference between a passed out college chick and a pickle jar i ca nt fit my fist in a pickle jar	threatening	
what would be another name for black lives matter ? rise of the planet of the apes .	inferiority	irony
jews what 's the best jew joke ever ? the holocaust	irony	
what 's the best way to wash down five hundred chocolates ? katrina .	irony	
what 's the difference between feminists and hockey players ? hockey players shower after <number> periods .	irony	
what 's the hardest part about being a muslim ? pilot school	irony	
"the prophet mohammed and his wife walk into a pub and the barman says , "" sorry , mo , kids have to stay outside in the garden . """	irony	
how did the jewish kid cheat on his math test ? he used the numbers on his arm .	irony	
what 's the meanest thing you can do to a blind person ? give them a cheese grater to read .	threatening	
i fuck my wife the same way islam fucks muslims . <repeat> <number> times a day and she has to face me while being submissive .	irony	
why is jesus probably black ? because he can not tell who was his real father .	irony	
why were all of the inner - city schools changed into conservatories for the arts ? people realized that the only way a negro could be successful is by playing jazz , singing , dancing , or playing sports so they decided not to waste money by teaching them things that would n’t prepare them for the real world .	stereotypical	
volkswagen gas emissions scandal . the germans are still trying to gas us .	irony	
let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that they could also eat the potatoes .	irony	
a gay muslim walks into a bar . <repeat> he ordered shots for everyone .	irony	
what do you call a smart black person ? nonexistent .	inferiority	
a man walks into a bar and asks for an obscure beverage : ' hey , do you serve blacks lager by any chance ? ' the waiter replies : ' no we do n't ' the man says : ' yeah neither would i they start throwing their shit at each other after a pint or two '	stereotypical	
why are the black man 's eyes always red after sex ? the mace .	stereotypical	
why do nt jews like the internet ? because they always got roasted by nazis	inferiority	
what did hitler say to the defeated jewish cowboy ? reich for the sky !	irony	
"shopkeeper runs the numbers . fifteen skinheads chased a pakistani into a shop and proceed to kick seven flavours of shit out of him . eventually , the police arrived and arrested everyone . one of the coppers walked over to the shop assistant and asked if he saw it all happen . when the clerk replied , "" yes , "" the cop asked why he did n't help out . "" i thought fifteen was enough , "" came the reply ."	irony	
the young homeless girl was delighted when i asked if i could take her home . she was n't too excited when i walked off with her cardboard box .	irony	
you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car .	irony	
how to pick up chicks how do you pick up a black chick ? noose . how do you pick up a mexican chick ? border patrol . how do you pick up a muslim chick ? body bag . how do you pick up a jewish chick ? dustpan and brush . how do you pick up white chicks ? flunitrazepam .	threatening	
jewish jokes what 's the difference between a jew and a stiff nipple . <repeat> othing because they both disappear after hot shower	irony	
what 's a mexicans favourite sport ? cross country	irony	
what do you get when you cross a black man and an octopus ? i do n't know but it 's damn good at picking cotton .	irony	
what do you call a mentally handicapped jew ? aushwistic .	irony	
i got arrested for killing a black man . they charged me for impersonating a police officer .	irony	
"i knew a guy who died in a terrorist attack . <repeat> his last words were "" allahu akbar """	irony	
i guess bradley manning really is a woman i mean , how else could he fuck up killing himself ?	irony	
i like my women like my wine aged <number> years and stored in the cellar	irony	
why are aspirins white ? because they work	irony	inferiority
how do you make a jew prematurely ejaculate ? pay for dinner	irony	
is the glass half full or half empty ? i really do n't know , because there 's different ways to look at it : - optimism : the glass is half full . - pessimism : the glass is half empty . - feminism : the glass is raping me .	irony	
what is the difference between a feminist and a suicide vest ? i can turn on a suicide vest .	irony	
what 's the difference between a jew and a bullet ? a bullet can escape the chamber	irony	
"what phrase do black men always love to hear ? "" you are not <allcaps> the father ! """	irony	
how do you starve a black man . <repeat> put his food stamps under his work boots .	irony	
you loose your black friend in the dark , where do you lose your muslim friend ? in an explosion	irony	
what 's the worst thing about being told you have alzheimer 's ? it dosen't happen at once	irony	
what 's black and white and rolls down a hill ? a maori and a seagull fighting over a fish head .	irony	
fat chicks . <repeat> make uggs look like socks .	irony	
why do negros dance to the left ? because they have no rights .	irony	
what is the difference between a black person and a bench ? at least a bench can support a family	irony	
a black woman has seven sons ; jerome , jerome , jerome , jerome , jerome , jerome and jerome . how does she distinguish between them ? by their last names .	irony	
how do you pickup a jewish girl ? broom and dustpan .	irony	
what is the usual woman 's response to a black guy 's pickup line ? rape ! <allcaps>	irony	
my weed is like the qur'an . <repeat> i burn it until i get stoned .	irony	
what do you call a muslim feminist ? dead .	irony	
"so the federal government said we are no longer allowed to call people from indiana "" indianians "" . <repeat> now we must refer to them as "" indyots "" ."	irony	
why do black people take so long to check out at the grocery store ? mixers in one transaction , booze in the other	irony	
alabama where eharmony and ancestry are the same website .	irony	
when i was in t - ball as a kid , i could tell my coach was catholic as soon as i joined the team from the way he molested me the same way my priest did . i mean like to a t.	irony	
Girls I have dated can never estimate measurements. Just make sure you never date a female carpenter.	inferiority	
"I wish GPS' had an avoid ghetto"" setting!"""	inferiority	
That place was infested with black people.	inferiority	
Sorry , that must be my Black coming out.	inferiority	
Some guy in my school started talking that way randomly, along with some other effeminate mannerism. Funny, when he came out and we all just said we know. [...] I read somewhere that your true accent is the accent you speak when you are drunk or angry as the cognitive load present in putting on a fake accent vanishes or weakens	stereotypical	
I just don't understand it. I think you must just be doing it for attention. When this phase is over and you go back to putting effort into your appearance, you can be treated with respect.	inferiority	
Don't worry about Mr. ________. He's just extremely Jewish.	stereotypical	
She should be the employeer, and she needs to be a Mexican looking for a cleaning job.	stereotypical	
"Old woman:: ""Schools shouldn't offer free lunches to kids, since that means their parents just take advantage, and don't bother trying to find jobs to support their kids."" Me:: ""So you think we should allow kids to starve?!"" Woman's husband:: ""You see [myname], if you give them handouts, these people don't work. When I got out of high school, if you wanted to eat, you had to find a job. Nobody has any work ethic anymore."" At a party. Made me feel like I was talking to a compassion-less brick wall."	stereotypical	
Person cutting my hair:: So are you seeing anyone? Me:: Not since things ended with my last boyfriend. It was complicated, he was from Afghanistan... Person cutting my hair:: And he was a terrorist? I was going to say that a close family member had died in a bombing and he had to go back to Kabul. But I guess terrorist works?	stereotypical	
You're pretty for a black girl.	stereotypical	
She's a girl, of course she has mood swings.	inferiority	
There's African Americans and then there's black people. There's a difference. Like, Oprah is an African American, but some random black guy off the street doesn't deserve the title, you know?	inferiority	
You can't play with them - they don't speak English.	other	
Surveying gender is easy because there's only male and female.	other	
But you are too strong to be raped.	stereotypical	
Believe me, my son is NOT gay. He has never once touched a Barbie, he's built like a linebacker, and he's a real man's man.	stereotypical	
No, can you get one of the boys to carry that out? It's too heavy for you.	inferiority	
Wait, can I catch your Asperger's?	stereotypical	
Bisexual people don't exist. Gay people just say that so they can walk down the hall with a girl holding hands.	other	
Your mom is Brazilian isn't she? Maybe she could come to the school sometime for gym and teach the class how to dance samba!	stereotypical	
You're a girl. You're not expected to know where it is.	other	
I'm male, and am asking this question to non-binary identified people. Why do you give so much of a crap? Why can't you just lighten up, let the thread happen, and ignore it?	stereotypical	
Person 1:: That's not your real hair, you're fully black! Person 2:: It's fake, stop trying to convince us that black people can have long hair! Two people in my class talking about my mid-back length curly hair, two weeks ago. I'm a 17 year old Eritrean (East African) female in London. It made me feel disappointed, enraged, but mostly, shocked by their ignorance and outright lack of manners.	inferiority	
Oh my God! Yea, that shooting at Haas last week was so crazy! I feel like I go to a ghetto school now!	irony	
I like you, you don't act gay.	inferiority	
Cool story, babe. Now make me a sandwich.	other	
While talking to a co-worker over our break... Co-Worker:: Why do you have all those State Park brochures? Me:: I want to get into camping. I never did much of that growing up. Co-Worker:: You should find an outdoorsy guy to date! Then he can teach you all that stuff. I am a queer woman who is not interested in men.	inferiority	
You might want to think about losing weight if you want to get married and have children. Men are very visual creatures.	inferiority	
No offense, but that's seriously gay.	irony	incitement
I'm not going to screen you for STDs because you aren't really at risk as a lesbian. But then again, I don't really know how you people have sex.	white_grievance	
I SAID A NORMAL NAME......AMERICAN!!	irony	inferiority
Lol, Asian gay guys are too girly, I suppose.	inferiority	
Doctor:: How did this happen? Me:: My mother pushed me down some stairs when I told her that I'm a lesbian. Doctor:: Oh, that's understandable then.	other	
Walks into a post office to buy stamps. Me (Hmong American):: Hello, I would like to get the pixar stamps. Clerk:: *Takes out Chinese New Year Stamps, while smiling like she made my day* I think you'll like these. Me:: *Looks at her and the stamps...* No, it's okay. I'll just get the pixar ones. Clerk:: *Pushes the stamps forward* Awkward silence of me thinking... Me:: Okay *Buys and walks away* Clerk:: Xie xie WTF?! with a tickle in my tummy... Did this just really happen to me...?	stereotypical	
You only got into [my university] because you're Native American AND Mexican. I had to work harder to get into this same honors program, and that's not fair.	white_grievance	
You mean your boyfriend coded it up in a week!	inferiority	
Not all gay men are sissies, but all sissies are gay.	stereotypical	
You're going to be the expert on all things African American.	other	
Co-worker's facebook status:: Not sure how the guy sitting next to me in class can smell so bad and still be alive. First comment:: Is he Indian?	stereotypical	
Find yourself an Asian girl. She'll be more docile.	stereotypical	
Yeah, it's like when black people dye their hair blonde and wear neon colors. It just doesn't work!	other	
Jihad is one of the Five Pillars of Islam. The whole thing is basically founded on going out and killing people for G-d.	stereotypical	
Don't pick that up, you're a girl. Let one of the boys do that.	inferiority	
You're actually very pretty. Most dark skinned girls don't have your looks.	inferiority	
You haven't seen the Godfather movies?! You are not really a man if you haven't seen them.	other	
Of course I love you, I just prefer the straight part of you to the gay part.	other	
Doing a Physics degree is no way to get yourself a husband!	inferiority	
