ID	target	implied_statement
857606351320735744	Immigrants	Immigrants must be expelled and have no assistance
356273587465883648	White people	White people are pests
356273587465883648	Blue eyes people	Blue eyes people are devil and vermin.
934503003649961984	Non-americans	Eugenics speech implying non-americans are inferior
934503003649961984	Immigrants	Immigrants exploit our wealth
652167988058062848	Immigrants	Immigrants should be deported
652167988058062848	Immigrants	Immigrants are aliens.
487959661916602368	Immigrants and black people	Implying these groups are invaders of their white heaven
487959661916602368	Immigrants	Immigrants are invaders
887469577663205248	Immigrants	Immigrants sleep with fleas
887469577663205248	Women	Women do not deserve respect
749602989665431552	Immigrants	Immigrants are ignorant
749602989665431552	Minorities	Comparing some minorities with animals.
880494626188275712	Latino folks	Latino people don't deserve to eat
880494626188275712	Muslims	Muslims have no right of sanctuary cities
928380411293634432	Immigrants	Immigrants should die
928380411293634432	Gays	Gays have AIDS
916268547373916032	Immigrants	Immigrants should be deported.
916268547373916032	Immigrants	Immigrants should be deported.
892166017585106944	Muslims	Muslims are wrong because do not eat pig
892166017585106944	Muslims	Muslims should eat pigs.
908364119736291200	Immigrants	Immigrants are criminals
908364119736291200	Illegal immigrants	Illegal immigrants are gang members
865411639025188864	Indians	Because of the Indians race they were unable to become cultured like the british even though they tried to teach them. The british race is more cultured than the indian race.
865411639025188864	INDIANS	INDIANS ARE SUBHUMAN
689583899576500224	Not specified	The group are sheep and follow each other.
689583899576500224	Immigrants	Immigrants are greedy and murderers
689583899576500224	Immigrants	Immigrants should not reproduce
689583899576500224	Immigrants	Immigrants are sheep and follow each other.
741600649977155584	Outsiders	Outsiders may attack america.
741600649977155584	Immigrants	Immigrants should be killed
890349347879112704	Africans	have a backward culture and can't learn.
890349347879112704	Immigrants	Immigrants are stupid
937181361651306496	Immigrants	Immigrants should be deported
937181361651306496	Immigrants	Immigrants are living in swamps
913595610237980672	Immigrants	Immigrants should be deported
913595610237980672	Illegal Immigrants	Illegal Immigrants eat dogs.
623120891187171328	Journalists	Journalists are stupid
623120891187171328	Liberals	LIberals are liars
875734653503762432	Muslims	Muslims are not citizens and should not have any laws to assist them
875734653503762432	Muslims	Muslims are trying to kill people
807099597646532608	Asian folks	Asian people are stupid
807099597646532608	Buddhists	Buddhists are narcissistic
715679173369528320	Transexual	Transexual are not recognized as part of the gender they choose to identify with. 
		
715679173369528320	Transgenders	Transgenders have to be killed
854725989296885760	Rural people	Rural people are stupid and deserve to be separated from civilized people
854725989296885760	Immigrants	Immigrants have to be outside of a border wall
760697136333946880	Muslims	are all terrorists.
760697136333946880	Muslims	Muslims are violent
857334448798392320	Immigrants	Immigrants should be deported
857334448798392320	Immigrants	immigrants should have their money confiscated
892542828475285504	Latino folks	Latino folks should get punished
892542828475285504	Immigrants	Threats to sanctuary cities.
943161289127407616	Muslims	Muslims are decadent
943161289127407616	Muslims	Muslims are soulless
933077256834027520	IMMIGRANTS	IMMIGRANTS ARE SLIME BALLS
933077256834027520	Immigrants	Immigrants should be deported
898208086544064512	activists	activists are tree hugging nobodies
898208086544064512	Muslims	Muslims are idiots
904539059581853696	Immigrants	Immigrants are stereotyped
904539059581853696	Black people, Italians, White women, Mexicans, Jewish people, and religious figures	No threats or stereotypes without context
653622655036231680	Muslims	Muslims are dangerous
653622655036231680	Muslims	have barbaric punishments and prevent freedom of expression.
795632384171511808	Immigrants	Immigrants should be deported
795632384171511808	Immigrants	Immigrants should be reported
358716478792544256	Black folks	are all involved in drugs and prostitution.
358716478792544256	Black folks	Black people are disgusting
827719732400881664	Muslims	Muslims are ignorant
827719732400881664	Muslims	are inbred.
888411097161707520	Immigrants	Immigrants should receive less treatment than nationals.
888411097161707520	Immigrants	Immigrants should be deported
930554424518328320	Black folks	Blacks are dangerous and the police must stop them
930554424518328320	Not specified	the group is crying to the police often.
930554424518328320	Black folks	Black folks are the optics police
918958698348900480	Muslims	Muslims are criminals and beasts
918958698348900480	Immigrants	Immigrants are criminals
799730708386299904	IMMIGRANTS	IMMIGRANTS BRING PROBLEMS
799730708386299904	Illegal immigrants	Illegal immigrants deserve to drown
800437461193134080	Muslims	Muslims are depraved
800437461193134080	Immigrants	Immigrants should die
900168207906078720	black folks	Black folks are no developed
900168207906078720	Black folks	Using sarcasm to diminish black people
765627692549083008	Muslims	Muslims are ignorant
765627692549083008	Muslims	Muslims are animals
845979346271547520	White women	who associate with black men only do so for token reasons.
845979346271547520	Black people	Blacks can't walk with white people.
809081564088836096	Illegal immigrants	are taking all the jobs
809081564088836096	Immigrants	Immigrants should be deported
907698014806069120	Minorities	Minorities groups fighting for equal rights are animals.
907698014806069120	Immigrants	Immigrants are savages
849692994429222912	Immigrants	Immigrants should be deported
849692994429222912	Immigrants	Implying immigrants should move for liberal states
792544884582444928	Immigrants	Immigrants should be deported
792544884582444928	Muslims	Islamophobic speech
802565668084158464	Immigrants	Immigrants should be deported
802565668084158464	Immigrants	Immigrants should be violently expelled
932290723810070400	Immigrants	Immigrants should be deported
932290723810070400	Immigrants	Immigrants are aliens
462894115055611904	Muslims	Muslims should have their religion destroyed
462894115055611904	MUSLIMS	MUSLIMS ARE VIOLENT
924747766776995840	White folks	White folks are nazists
924747766776995840	White folks	White people are murders
899223575428726784	Black folks	Black people should not reproduce
899223575428726784	Black Folks	Comparing black people with mass reproduction animals
801481786220040320	immigrants	immigrants from non european countries are unwelcome
801481786220040320	Immigrants	Immigrants should be deported
478542747846987776	Immigrants	Immigrants cause diseases
478542747846987776	Minorities	Minority groups are terrorists and disease spreaders
909266547918721024	Immigrants	Immigrants are like rats
909266547918721024	Jews	are nasty rats.
853924382351032320	Radicals	Radicals dress us like they do for Halloween
853924382351032320	Muslims	Muslims are stupid
898640889676914688	Not specified	the group is creating conflict.
898640889676914688	Immigrants	Immigrants should be killed
898640889676914688	Black folks	Black folks are violent
898640889676914688	Liberals	Liberals will lose in a war
774129568873451520	Muslims	should be got rid of.
774129568873451520	Immigrants	Immigrants should get deported
945106528628961280	Minorities	Minorities should be exterminated.
945106528628961280	Immigrants	Immigrants should be killed
734397262495944704	IMMIGRANTS	IMMIGRANTS ARE DIRTY AND OVERALL BAD
734397262495944704	Immigrants	Immigrants cause destruction
GAB_11878	Muslims	Muslims are ridiculous and scum, their religion is horrible and they deserve to be expelled
GAB_11878	Muslims	Muslims should be deported
861616727779442560	Immigrants	Immigrants are not intelligent
861616727779442560	Immigrants	Immigrants should be deported
661804731631726592	Muslims	Muslims are taliban.
661804731631726592	Muslims	Muslims should be deported
847650490015858688	Immigrants	Immigrants are purging and have to be deported
847650490015858688	Immigrants	Immigrants are murderers
841897894370258944	Black folks	Black people are inferior to white people
841897894370258944	Immigrants	Immigrants have a gorilla mindset
917780159222005632	IMMIGRANTS	IMMIGRANTS ARE NOT WELCOME HERE
917780159222005632	Immigrants	Immigrants should be expelled.
894605946080694272	Immigrants	Wanting strong punishments to immigrants
894605946080694272	Immigrants	Immigrants should be heavily punished
936398538170277760	Immigrants	Immigrants should be deported
936398538170277760	Immigrants	Immigrants are destroying the country.
733799661123850240	Muslims	Muslims are decadent
733799661123850240	Muslims	desire marriage to child brides.
905890514855133184	black folks	black folks are ugly because do not have blonde hair
905890514855133184	Jews	are unattractive.
908144546831314944	Immigrants	have low intellects.
908144546831314944	Black folks	Black folks have low-iq
620887612631457792	Minorities, mainly black people.	Threats to black people using KKK speech.
620887612631457792	Immigrants	Immigrants should be deported
887929196659392512	Immigrants	Immigrants are a disease
887929196659392512	Immigrants	Immigrants should be deported
922446531105402880	Asian folks	Asian people are inferior
922446531105402880	asian folks	asian folks are bad people
934099269795155968	Immigrants	Immigrants are destructive
934099269795155968	African refugees.	should be forced to stay in Africa.
897269360133377920	Immigrants	Immigrants should be deported
897269360133377920	Muslims	Muslims have to be deported
947155958706274432	Illegal immigrants	Illegal immigrants will get deported
947155958706274432	Illegal immigrants	should be deported.
GAB_7617	Black folks	Black folks should be kept apart from white.
GAB_7617	Black People	Considering black people an inferior race.
765026059687428096	Muslims	Muslims are violent
765026059687428096	Muslims	Islam is a problem
899167942482448384	Immigrants	Immigrants should die
899167942482448384	Immigrants	Immigrants are human waste and they shouldn't even be able to breathe
886589749137293312	Black folks	Black people are ignorant
886589749137293312	black folks	black folks are not intelligent and educated
832652207350755328	Immigrants	Immigrants should be punished with death
832652207350755328	Immigrants	Implying immigrants should receive several punishments
929436161466142720	IMMIGRANTS	IMMIGRANTS DESTROY COUNTRIES
929436161466142720	Immigrants	will take over the country and so shouldn't be allowed in.
817594412012183552	Immigrants	Immigrants have to be deported
817594412012183552	Immigrants	Immigrants should be deported
756337572398428160	Black folks	Black folks should be taken away from society
756337572398428160	Blacks	Book that helps you to get rid of black people
912806186654863232	Not specified	the group is killing each other.
912806186654863232	Immigrants	Immigrants should kill each other
912806186654863232	Muslims	Muslims kill each other
912806186654863232	Liberals	Liberals should kill each other
814321864835116928	Immigrants	Immigrants should be drowned
814321864835116928	Immigrants	Immigrants don't deserve a better life and also must be killed.
818144260071378944	Muslims	Muslims are like plagues that proliferate around the world
818144260071378944	Muslims	Muslim have too many children and are trying to replace everyone
901856723996168192	Muslims	Muslims and their ideology should be exterminated
901856723996168192	Muslim Immigrants	"""Islamic Ideology"" should be exterminated from the world"
705100397409603584	Immigrants	Immigrants are inferior
705100397409603584	British folks	Britons are descendants of Neanderthals
889321817508388864	Immigrants	Immigrants should be deported.
889321817508388864	Immigrants	Immigrants should be deported
883032731617308672	Immigrants	Immigrants should be expelled using military force.
883032731617308672	Immigrants	Immigrants need to be stopped
931323563960758272	Mexican Immigrants	Mexican Immigrants should be kept out of the USA.
931323563960758272	Latino folks	Latino folks should be deported
714624812065431552	immigrants	Immigrants are parasites
714624812065431552	Immigrants	Immigrants are like parasites and despicable
872282123704651648	Muslims	Muslim people should be killed
872282123704651648	Muslims	Muslims should be killed.
871256091983622144	Immigrants	Immigrants should be deported
871256091983622144	Immigrants	Immigrants should return to their native country
GAB_18935	Not specified	the group is causing riots.
GAB_18935	Black people	Black people are violent
GAB_18935	Police	Police have to be attacked
GAB_18935	Liberals	Liberals should be fought
913542117762506880	White people	White people get extra privileges
913542117762506880	White folks	White people are more privileged
820306415109767040	Poor people	Poor people are lazy
820306415109767040	Not specified	the group profit of the system.
820306415109767040	Immigrants	Immigrants are feral bastards
820306415109767040	Poor people	Poor people don’t want to work
884141235174330240	Black folks	Black people were born to be enslaved
884141235174330240	Black folks	Black people are slaves
917750860771319808	Immigrants	All immigrants are robbers.
917750860771319808	Immigrants	Immigrants are all thieves and invaders.
708391679066120192	Gay folks	Gay people should be killed
708391679066120192	Gays	Gays are against God
855821075527090048	immigrants	Immigrants are people who deserve to die
855821075527090048	not specified	the group are greedy and barbarian.
905550815393349632	Immigrants	Immigrants are stupid
905550815393349632	People in poverty situation.	Implying these people doesn't deserve to have any pleasure in their lives.
857605785651732480	Politicians	Politicians don't make the right politics
857605785651732480	Immigrants	Immigrants are bad and should suffer reprisals on tourism
931745542371139584	an Individual	This individual is a racist and should be killed
931745542371139584	not specified	the group kill animals.
862498900074266624	Immigrants	Immigrants should be killed
862498900074266624	Illegal Immigrants	Illegal Immigrants should be executed
915423654321803264	Immigrants	It's funny when immigrants are deported
915423654321803264	Immigrants	Immigrants should be deported
930490769449746432	Immigrants	Immigrants are a threat so they must stay in their homeland and solve their own problems
930490769449746432	Refugees	Refugees should be deported or denied entry in the country
935193988453294080	People of color/everyone else	Everyone that tries to stop racism/hate should be killed.
935193988453294080	Everyone	Everyone in their way should be killed
GAB_2233	Black folks	Black people should be sent away
GAB_2233	Black folks	Black folks have bad intention.
904631498699153408	Immigrants	Immigrants should be deported
904631498699153408	Immigrants	Immigrants should be deported
427756165859012608	Immigrants	Immigrants are illegal and should not occupy the work space of a citizen of the country
427756165859012608	immigrants	Immigrants should be made to leave
889527553781678080	Hispanics	Hispanics should be banned
889527553781678080	Muslims	Muslims should be banned
376519900082499584	Asian folks	Asian people must be controlled to prevent the spread of the virus
376519900082499584	asian folks	Asians should be exterminated
773861254335258624	Immigrants	Immigrants should not be allowed to work
773861254335258624	not specified	not specified
866681267538022400	Islamists	Islamists must be expelled from the country
866681267538022400	Muslims	Muslims are extremists and must have their mosques destroyed
890651500157976448	Muslim	Muslim feeds on shit
890651500157976448	Immigrants	Immigrants should be deported
722231685123870720	Immigrants	Immigrants should be deported
722231685123870720	Immigrants	Immigrants should be deported
875815289304346624	Illegal Immigrants	All Illegal Immigrants should be deported.
875815289304346624	Immigrants	Immigrants are against the law
891665743426625408	Millenials	Millenials are soft.
891665743426625408	gen z	Gen z folks are not suitable people for society
GAB_2422	immigrants	immigrants should be arrested
GAB_2422	Immigrants	Immigrants should be put to prison
428690198269272064	Immigrants	Immigrants should not have driving license.
428690198269272064	Immigrants	Immigrants are a big cost to the country and we cannot pay their perks
800898513559113728	muslims	Muslims are not normal people
800898513559113728	Muslims	Muslims are mentally disabled and half-human
837770259155283840	Men	Men should be imprisoned
837770259155283840	not specified	the group should be put in jail.
866034621208768512	People of Portland	Portland is a dangerous place where murder is rampant
866034621208768512	immigrants	Immigrants should be slaughtered
941105463705313280	Immigrants	Immigrants are scum and must be expelled and thrown in their places of origin
941105463705313280	latino folks	Latino people should be deported
906507397824499456	Immigrants	Immigrants are easy to find because of their stereotyped characteristics.
906507397824499456	not specified	the group are not intelligent.
GAB_16120	"Not specified in this tweet, says ""them"" but context is missing."	"Implies that ""they"" can be handled with vigilante justice"
GAB_16120	Black folks	Black people should be put in jail
GAB_16120	Immigrants	Immigrants should be punished
GAB_16120	Liberals	Liberals should be arrested
829001596747014144	not specified	the group are the enemies.
829001596747014144	Muslims	Muslim people should be punished by god.
829339322033766400	LGBT people.	Comparing mixed fabrics with gay clothing.
829339322033766400	gay folks	gay people should not be accepted
904384161212809216	Muslims	Muslims are savages.
904384161212809216	Muslims	Muslims are a savage people
901228593992396800	No specific group	Run someone over with a car
901228593992396800	Men	Men should be killed
756596935574683520	Mualims	Muslims are irrational and conservative
756596935574683520	Muslims	Muslims can't control their instincts
840267635539492864	People in the tech field	People in tech are white or Asian
840267635539492864	whites and Asians	These races are awkward and obsessive
890645124190842880	Mexican Immigrants	Immigrants should be exterminated if they tried to cross the wall
890645124190842880	Latino folks	Latino people should be killed
853662788291620864	Police	Police are not here for justice, they choose their fight.
853662788291620864	Police	Police are not doing justice to society
892703882480156672	Immigrants	Immigrants should return to live as primitives
892703882480156672	Immigrants	Immigrants should keep living in misery.
931212920171704320	immigrants	immigrants should be deported and are used as a votebank
931212920171704320	Immigrants	Immigrants are a problem
931919360414728192	Haitians	Haitians are scum and must be expelled
931919360414728192	Haitian immigrants	Haitian immigrants are not worth living in America and should back home.
944704489981923200	Immigrants	Immigrants are against the business of the country in which they occupy
944704489981923200	Immigrants	Immigrants should not be allowed to make business in the country
575298083094929408	Religious people	Religious people are stupid
575298083094929408	Politicians	Politicians are the bad of the society
935277524845760256	Immigrants	Immigrants should be deported
935277524845760256	Illegal immigrants	Immigrants are ruining our country
843622372284551040	Immigrants	Immigrants are a threat and must be exterminated.
843622372284551040	Minorities	Minorities should be killed.
905175443803840256	Politicians?	Politicians are untrustworthy
905175443803840256	Immigrants	Immigrants are like plagues to a society
917690739462692864	Blacks	Whites governments are more efficient than blacks, who can't even run garbage collection
917690739462692864	Black folks	Black people are not able to do anything.
865243346666651520	Black folks	Black folks are subhuman.
865243346666651520	Black folks	Black folks are genetically inferior to whites
693756800630407168	Immigrants	Immigrants have to be deported
693756800630407168	not specified	the group are not convincing.
866354765567070208	Immigrants	Immigrants are dirty
866354765567070208	Immigrants	Immigrants are dirty
GAB_17307	Non-patriotic people	People who are not patriots must be exterminated
GAB_17307	People in Seattle	People in Seattle should be killed because they are traitors
936453274638667520	immigrants	Immigrants should be removed from society
936453274638667520	immigrants	Compare immigrants with leeches
728922190889025408	people with hiv/aids	"it is implying that ""a fetid, perverse lifestyles"" lead to the disease."
728922190889025408	Immigrants	Immigrants are disgusting, disease-causing and bad for culture
864882204895203328	Immigrants	Immigrants are insignificant
864882204895203328	Immigrants	Immigrants should be deported
841074832477425664	Immigrants	Immigrants are profiteers and must be expelled and stay in their original lands
841074832477425664	Latino folks	Latino people take advantage from federal money
GAB_1320	Immigrants	Immigrants are despicable and deserve to be expelled from the world
GAB_1320	Communists	Communists should be driven from this world
918252771173961600	Immigrants	Illegal Immigrants cannot sue people.
918252771173961600	immigrants	Immigrants are inherently illegal
912691825948987392	Immigrants	Comparing immigrants with inferior beings (or even gadgets.)
912691825948987392	Immigrants	Immigrants are like pests and must be prevented from entering another country
925733663437967232	Immigrants	Immigrants are inferior people with no capability to learn.
925733663437967232	Immigrants	Immigrants are not smart
802860009969352704	Immigrants	Immigrants have no culture
802860009969352704	None	Not implicit hate speech without context
802860009969352704	Immigrants	Immigrants have no respect
802860009969352704	Jews	Jews are too powerful
474598438076952576	Jews	Jews are gay and are like animals
474598438076952576	Jews and gays	Cruelty of Jewish family animals
900166530289340416	Immigrants	Immigrants should be deported
900166530289340416	Illegal immigrants.	Avoid illegal immigrants.
96926886432735232	Immigrants	Immigrants are barbarian people
96926886432735232	black South Africans	barbaric
820399440129302528	Mexican	Mexican will be kicked out by trump.
820399440129302528	Immigrants.	Immigrants should be deported.
943606900100231168	Mexicans and asians	Mexicans and asians are stealing scholarships from other people
943606900100231168	Latino folks	Latino people are taking advantage from the scholarships
891760947748097920	Mexican	Mexican should be kept in mexico.
891760947748097920	Latino folks	Latino folks should remain in their country
659911464963203072	Muslims	Muslims should be deported
659911464963203072	Muslims	Muslims should be deported
897626912163541120	Immigrants	Immigrants are not able to take jobs.
897626912163541120	Immigrants	Immigrants are taking jobs from americans
876915799809826816	Immigrants	Immigrants are illegal and should be expelled
876915799809826816	Immigrants	Immigrants should be deported
943219791120171008	Immigrants	Immigrants are not worth living in their country.
943219791120171008	Immigrants	Immigrants are scum and must be deported
750710102659887104	Trans folks	Trans folks are irrelevant
750710102659887104	Transvestites	Transvestite people harm the society
655456157780217856	Arabs, Africans and Pakistanis	These races should be banned because they are different
655456157780217856	Immigrants	Immigrants are not comparable to the European people and must be expelled
936700836402663424	immigrants	Immigrants should be deported
936700836402663424	Immigrants	Immigrants must be expelled and killed
909080791786934272	Immigrants	Immigrants are destitute, they should be deported
909080791786934272	Immigrants	Immigrants should be deported
693319757227905024	Muslims	Breed Muslims out of existence
693319757227905024	muslims	Muslim people should not reproduce
842309470956974080	Immigrants	Immigrants are all illegal
842309470956974080	Immigrants	Immigrants are illegal people
854842163049385984	Black folks	Black people should be put in jail
854842163049385984	Immigrants	Immigrants are scum and must suffer repression
939840890230714368	Immigrants	Immigrants should be deported
939840890230714368	Immigrants	Immigrants should be deported
848997986713522048	Immigrants	Immigrants should be deported
848997986713522048	Immigrants	Immigrants must be expelled from Australia as they are a burden on Australians' individual freedom
752894357162917760	pakistani,iranian,islamic,jewish	pakistani,iranian,islamic,jewish should be killed.
752894357162917760	Muslim, Jewish people	Comparing these groups with animals and saying they are not worth living.
816643754371076096	Hinduists	Hinduists should die
816643754371076096	Muslims	Muslims are barbaric
933162144345890816	Immigrants	Immigrants steal jobs
933162144345890816	Immigrants	Immigrants must be expelled and as companies that hire them must be expelled as well.
930611987431772032	Rich people	Rich people manipulate society with their money
930611987431772032	Rich people	Rich people succeed by knowing other people
908057857450373120	Immigrants	Immigrants want everything for free and want to take advantage of things in the country
908057857450373120	Immigrants	Immigrants are bad for the society
469818811097812992	Immigrants	Immigrants are primitive
469818811097812992	Immigrants	Immigrants live in jungles
757685319315578880	immigrants	Immigrants make the country worse
757685319315578880	immigrants	immigrants create instability
771537308575158272	immigrants	Immigrants are bad for the economy.
869892635594342400	non-white folks	Non-white folks did nothing to build the country
935992067297198080	Muslims (people who worship Allah).	Muslims are animals. They are not capable of speech.
841284895892766720	immigrants	immigrants are illegal aliens.
712798400396312576	immigrants	Immigrants are murderers
916046054067507200	conservative folks	Conservatives are less human
916046054067507200	Immigrants	Immigrants from the DACA program are hard working homeowners. This one was definitely mislabeled in the previous stage.
943590201149948032	muslims	GROUP are Muslims
305042161638965248	latino folks	Latinos are gang members
944306967895560192	muslims	Muslims are violent
923664540570718208	immigrants	Immigrants are taking our jobs
724574631164825600	black and latino/latina folks	Black and latino/latina people are dangerous
877005143107133440	immigrants	Immigrants are subhuman
786785646220152832	immigrants	Immigrants don't follow the law
786785646220152832	immigrants	that they do not love the constitution or follow it
896152170239737728	immigrants	Groups are Immigrants
896152170239737728	immigrants	Immigrants are illegal
752791600305041408	immigrants	Immigrants are here illegally
938746126995542016	immigrants	Immigrants are criminals
814084008980189184	Muslims	Muslims are bad people
738505385020161920	immigrants	Immigrants don't follow the law.
809577949636628480	immigrants	Immigrants are here illegally
913590243730669568	immigrants	Immigrants are here illegally
913590243730669568	immigrants	immigrants have entered America illegally
945395683716161536	immigrants	Immigrants take jobs
361100269280436160	immigrants	immigrants commit several crimes
892529724148375552	immigrants	Immigrants are illegal
889659194122661888	Illegal/undocumented people.	Undocumented people are criminals.
889659194122661888	immigrants	Immigrants are criminals
730398121088434048	immigrants	Immigrants are criminals.
730398121088434048	immigrants	immigrants are criminals
831909570968637440	Immigrants.	Immigrants are dangerous.
810599249981345920	immigrants	Immigrants are criminals
810599249981345920	immigrants	immigrants create chaos and confusion
853675663819251712	muslims	Muslims are dumb
845416178050752512	Muslims	Muslims which are devout to their religion are no better than violent animals.
845416178050752512	Muslims	Muslims are savages
863058631868022784	criminals	Criminals carry guns and are armed
820567691119366144	muslims	Muslims are violent
820567691119366144	Muslims	Muslims are a barbaric enemy
856169422288961408	immigrants	immigrants are criminals
945399089822347264	muslims	Muslims are violent
945399089822347264	Muslims	That all Muslims are following jihad
775144760780595200	black folks	Black people are useless
881340094082428928	Immigrants	Immigrants are all here illegally.
822126360625877120	Illegals	That illegals get aid
822126360625877120	Muslims	Muslims are Illegals.
763423666990448640	black folks	Immigrants take
824769615884587008	immigrants	immigrants want to come to America for free.
767444617276952448	immigrants	Immigrants are here illegally
938755890416676864	immigrants	immigrants are poor and downtrodden
849036149158887424	immigrants	Liberals are
849036149158887424	Black folks	Black people can't provide for themselves
822254073252630528	immigrants	Immigrants are here illegally
822254073252630528	immigrants	Immigrants take
917771210133401600	black folks	Black people are primitive
917771210133401600	African people.	African people are dumb because they are behind in technology.
898940407245021184	muslims	Muslims are vermin
938629267591651200	immigrants	Immigrants don't assimilate
938629267591651200	Immigrants	Immigrants should be deported
941051971162791936	Black people, gat people, white/rich liberals	Black people make poor political decisions
941051971162791936	Black folks	Black people are stupid
822157603371368320	Illegal immigrants	Illegal immigrants should get deported
822157603371368320	immigrants	Immigrants don't belong in the US
741934708741676928	immigrants	Immigrants are uncivilized
741934708741676928	Illegal immigrants	Illegal immigrants take over American culture
845038951412903808	Illegal immigrants	Illegal immigrants are criminals
845038951412903808	immigrants	Immigrants don't belong in the US.
890053516689014784	immigrants	Immigrants are useless
890053516689014784	Immigrants	Immigrants are ruining the lives of Americans
882026007129071616	Immigrants	Immigrants should be deported
882026007129071616	Illegal immigrants	Illegal immigrants should get deported
734434471466897408	Women	Women have difficult temperaments
734434471466897408	Women	Women are idiots
862412296521429120	immigrants	Immigrants are criminals
862412296521429120	Illegal immigrants	Illegal immigrants are criminals
872514702106144640	Muslims	Muslims are dangerous
872514702106144640	Muslims	Muslims are dangerous
929737230637326336	Women	Women are dumb
929737230637326336	Muslims	Muslims are repugnant
901103494601605120	Blacks	Blacks are bad for society
901103494601605120	Black folks	Black people are ignorant
931959445965356928	No specific group	These people should die
931959445965356928	Immigrants	Immigrants should be deported
778017198354731008	Muslims	Muslims are terrorists
778017198354731008	Muslims	Muslims are terrorists
505229322454450176	Muslims	Muslims oppress women
505229322454450176	Islamic	The traditions of Islamic countries
611278041164214272	Muslims	Muslims are jihadists and illegals
611278041164214272	Immigrants	Immigrants should be deported
844965722593865728	Islamists	Islamists create cruel people.
844965722593865728	Muslims	Muslims are violent
632218147706269696	No specific group	These people should be killed
632218147706269696	Immigrants	Immigrants should be killed
731977531880935424	Disabled people	Disabled people are violent
731977531880935424	Immigrants	Immigrants should be imprisoned
764233729061494784	Homosexual	Homosexual should be put into concentration camp.
764233729061494784	Gay people	Gay people should be prosecuted
829049130492239872	Illegal immigrants	Illegal immigrants ruin quality of life
829049130492239872	immigrants	Immigrants don't contribute
832850361786449920	Lesbians	Lesbians are trying to fool people
832850361786449920	Lesbians	Lesbians are masculine
890512037306028032	Islamists	Islamists must be isolated
890512037306028032	Muslims	Muslims are violent
800163956677550080	Immigrants	Immigrants should be deported
800163956677550080	Illegal immigrants	Illegal immigrants should be deported
745456586139697152	Islamists	Threats to Islamists
745456586139697152	Catholics	Catholics are stupid
798743444705472512	Illegal immigrants	Illegal immigrants shouldn't be allowed in the country
798743444705472512	Immigrants	Immigrants should be deported
822160418302898048	Liberals	Liberals are pests
822160418302898048	Not specified	the group is vicious.
822160418302898048	thin-skinned people	It implied the person was evil just because they are thin skinned
822160418302898048	Liberals	Liberals are subhuman
888848695978012672	Black women	Black women are ugly
888848695978012672	Obama	Obama mom is ugly naked.
890651663920320512	Muslims	Muslims should get killed
890651663920320512	Immigrants	Immigrants should be killed
874402627425095680	Muslims	Muslims are easily manipulated
874402627425095680	Muslims	Muslims are ignorant
821393541272195072	Islamists	Islamists will turn Western countries into third world
821393541272195072	Muslims	Muslims are uncivilized
888461808859787264	Mexican immigrants	Mexican immigrants steal American jobs
888461808859787264	Latino folks	Latino people should be deported
831261063022780416	Islamists	That Islamists have many wives
831261063022780416	Muslims	Muslims are disgusting
823442446688391040	Not specified	the group is jealous.
823442446688391040	Women	Women exist to serve men
823442446688391040	Black folks	Black folks are jealous
823442446688391040	Women	Women are just servants to men
710268640843603968	Muslims	Muslims are terrorists
710268640843603968	Muslims	Muslims are terrorists
764884775161237504	immigrants	Immigrants don't assimilate
764884775161237504	immigrants	Immigrants are outnumbering citizens.
844294169912782720	Black folks	Black people are inferior to white people
844294169912782720	3rd world countries	People in 3rd world countries depend on white countries
780176645017653120	Immigrants	Immigrants are poor and uneducated
780176645017653120	Illegal immigrants	Illegal immigrants are a waste of money
GAB_9287	Liberals	Liberals are unintelligent
GAB_9287	Immigrants	Immigrants should be killed
GAB_20087	Muslims	Muslims should be killed
GAB_20087	Muslims	Muslims are killers
887891413056147328	immigrants	Hate directed at immigrants
887891413056147328	Immigrants	Immigrants should be killed
881963224983363584	immigrants	Immigrants should be shot
881963224983363584	Illegal immigrants	Illegal immigrants should be shot
861788880118444032	Immigrants	Immigrants should be deported
861788880118444032	immigrants	Immigrants don't belong
825734260434857984	Immigrants	Immigrants should die
825734260434857984	No specific group	These people will be killed by the chaos they cause
900150891013185408	Illegal immigrants	Illegal immigrants should stay out
900150891013185408	Immigrants	Immigrants should be deported
939880428411990016	Muslims	Muslims should be banned
939880428411990016	Muslims	Muslims don't belong
877250195854991360	Muslims	Muslims are primitive
877250195854991360	Muslims	Muslims are old fashioned
790962089636401152	LGBTQ people	LGBTQ people are mentally ill
790962089636401152	Gay folks	Gay people are mentally ill
252224068558938080	Black people	Black people can't be fixed
252224068558938080	Black folks	Black people are ignorant
911260204230209536	Immigrants	Immigrants should be deported
911260204230209536	Muslims	Muslims are animals
925703407700184960	Immigrants	Immigrants should be deported
925703407700184960	Illegal immigrants	Illegal immigrants aren't fun to live by
900922331027124224	Jews	Jews are violent.
900922331027124224	Jewish people	Jewish people are crooked
727823959518019584	immigrants	Immigrants break the law
727823959518019584	Immigrants	Immigrants should be deported
762438713397813120	Black people	Black people should be killed
762438713397813120	Immigrants	Immigrants should be executed
935934929514397696	jewish people	Jewish people have unfavorable characteristics.
935934929514397696	jews	Jews being judged for their religion
874127652096950272	Black people	Black people exist to serve white people
874127652096950272	Black folks	Black people are ignorant
